Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,Year
Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,725,32625.0,9788.0,In-store,2020-09-01,2020-01-01
Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,55.0,725,39875.0,13956.0,In-store,2020-09-01,2020-01-01
Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,50.0,725,36250.0,9063.0,In-store,2020-10-01,2020-01-01
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,15.0,725,10875.0,4350.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,55.0,725,39875.0,23925.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-08-26,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,725,14500.0,6525.0,Outlet,2021-08-01,2021-01-01
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725,50750.0,12688.0,Outlet,2021-06-01,2021-01-01
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725,54375.0,10875.0,Outlet,2021-08-01,2021-01-01
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,70.0,725,50750.0,25375.0,In-store,2021-06-01,2021-01-01
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,60.0,725,43500.0,21750.0,In-store,2021-08-01,2021-01-01
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,725,25375.0,12688.0,In-store,2021-04-01,2021-01-01
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,725,47125.0,25919.0,In-store,2021-07-01,2021-01-01
West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,725,18125.0,7250.0,In-store,2021-02-01,2021-01-01
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,30.0,725,21750.0,7613.0,Online,2021-05-01,2021-01-01
Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Women's Apparel,60.0,725,43500.0,23925.0,Online,2021-08-01,2021-01-01
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Apparel,65.0,725,47125.0,25919.0,Online,2021-12-01,2021-01-01
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,725,36250.0,14500.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,50.0,725,36250.0,12688.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,725,29000.0,10150.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725,18125.0,4531.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725,25375.0,12688.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,725,32625.0,8156.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Street Footwear,40.0,725,29000.0,7250.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Apparel,70.0,725,50750.0,17763.0,Online,2021-11-01,2021-01-01
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,725,25375.0,8881.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725,18125.0,7250.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725,25375.0,12688.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725,39875.0,15950.0,Online,2021-07-01,2021-01-01
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725,39875.0,15950.0,Online,2021-08-01,2021-01-01
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50.0,725,36250.0,12688.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,725,54375.0,27188.0,Online,2021-11-01,2021-01-01
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,60.0,725,43500.0,17400.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,725,21750.0,8700.0,Online,2021-04-01,2021-01-01
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Apparel,70.0,725,50750.0,25375.0,Online,2021-07-01,2021-01-01
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,725,29000.0,11600.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,725,21750.0,8700.0,Online,2021-01-01,2021-01-01
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,50.0,725,36250.0,14500.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,25.0,720,18000.0,7200.0,Online,2021-03-01,2021-01-01
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35.0,700,24500.0,8575.0,Outlet,2020-07-01,2020-01-01
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,35.0,700,24500.0,11025.0,Outlet,2020-07-01,2020-01-01
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,35.0,700,24500.0,12250.0,Outlet,2020-07-01,2020-01-01
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,35.0,700,24500.0,12250.0,Outlet,2020-07-01,2020-01-01
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,35.0,700,24500.0,8575.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,40.0,700,28000.0,12600.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,40.0,700,28000.0,12600.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,45.0,700,31500.0,9450.0,Outlet,2020-08-01,2020-01-01
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,50.0,700,35000.0,15750.0,Outlet,2020-10-01,2020-01-01
West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,50.0,700,35000.0,5250.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,60.0,700,42000.0,8400.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,60.0,700,42000.0,14700.0,Outlet,2020-11-01,2020-01-01
West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,60.0,700,42000.0,6300.0,Outlet,2020-12-01,2020-01-01
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,60.0,700,42000.0,14700.0,Outlet,2021-01-01,2021-01-01
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,55.0,700,38500.0,11550.0,Outlet,2021-02-01,2021-01-01
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.0,700,49000.0,4900.0,Outlet,2021-02-01,2021-01-01
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.0,700,38500.0,9625.0,Outlet,2021-02-01,2021-01-01
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,65.0,700,45500.0,20475.0,Outlet,2021-02-01,2021-01-01
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.0,700,24500.0,9800.0,Outlet,2021-02-01,2021-01-01
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.0,700,31500.0,7875.0,Outlet,2021-02-01,2021-01-01
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.0,700,31500.0,12600.0,Outlet,2021-03-01,2021-01-01
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,45.0,700,31500.0,6300.0,Outlet,2021-03-01,2021-01-01
Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,50.0,700,35000.0,19250.0,Outlet,2021-04-01,2021-01-01
Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,65.0,700,45500.0,9100.0,Outlet,2021-04-01,2021-01-01
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50.0,700,35000.0,14000.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,65.0,700,45500.0,9100.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,65.0,700,45500.0,9100.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50.0,700,35000.0,14000.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50.0,700,35000.0,12250.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,20.0,700,14000.0,4900.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,30.0,700,21000.0,7350.0,Outlet,2021-08-01,2021-01-01
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,60.0,700,42000.0,18900.0,Outlet,2020-02-01,2020-01-01
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,Men's Street Footwear,65.0,700,45500.0,18200.0,In-store,2020-02-01,2020-01-01
West Gear,1128299,2020-05-20,West,Colorado,Denver,Men's Street Footwear,65.0,700,45500.0,18200.0,In-store,2020-05-01,2020-01-01
West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,70.0,700,49000.0,12250.0,In-store,2020-05-01,2020-01-01
Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,40.0,700,28000.0,8400.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700,35000.0,10500.0,In-store,2020-04-01,2020-01-01
Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700,35000.0,10500.0,In-store,2020-10-01,2020-01-01
Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,60.0,700,42000.0,14700.0,In-store,2020-10-01,2020-01-01
Sports Direct,1197831,2021-03-10,Midwest,Montana,Billings,Men's Street Footwear,20.0,700,14000.0,4900.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2021-03-11,Midwest,Montana,Billings,Men's Athletic Footwear,30.0,700,21000.0,7350.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2021-05-17,South,Tennessee,Knoxville,Women's Street Footwear,60.0,700,42000.0,18900.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-10-08,South,Alabama,Birmingham,Women's Street Footwear,65.0,700,45500.0,22750.0,Outlet,2021-10-01,2021-01-01
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75.0,700,52500.0,13125.0,Outlet,2021-12-01,2021-01-01
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.0,700,59500.0,11900.0,Outlet,2021-12-01,2021-01-01
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700,49000.0,12250.0,In-store,2021-06-01,2021-01-01
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,85.0,700,59500.0,17850.0,In-store,2021-06-01,2021-01-01
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Street Footwear,95.0,700,66500.0,19950.0,In-store,2021-07-01,2021-01-01
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Street Footwear,80.0,700,56000.0,16800.0,In-store,2021-08-01,2021-01-01
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,700,42000.0,10500.0,In-store,2021-11-01,2021-01-01
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,60.0,700,42000.0,14700.0,In-store,2021-07-01,2021-01-01
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,60.0,700,42000.0,14700.0,In-store,2021-08-01,2021-01-01
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,700,38500.0,9625.0,In-store,2021-07-01,2021-01-01
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,90.0,700,63000.0,22050.0,In-store,2021-07-01,2021-01-01
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,700,28000.0,11200.0,In-store,2021-08-01,2021-01-01
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Street Footwear,40.0,700,28000.0,11200.0,In-store,2021-12-01,2021-01-01
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Athletic Footwear,90.0,700,63000.0,22050.0,In-store,2021-07-01,2021-01-01
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Athletic Footwear,70.0,700,49000.0,19600.0,Online,2021-06-01,2021-01-01
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Street Footwear,85.0,700,59500.0,23800.0,Online,2021-06-01,2021-01-01
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Street Footwear,95.0,700,66500.0,26600.0,Online,2021-07-01,2021-01-01
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Street Footwear,75.0,700,52500.0,21000.0,Online,2021-08-01,2021-01-01
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Athletic Footwear,45.0,700,31500.0,12600.0,Online,2021-11-01,2021-01-01
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Street Footwear,20.0,700,14000.0,4900.0,Online,2021-05-01,2021-01-01
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,700,38500.0,13475.0,Online,2021-06-01,2021-01-01
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,700,42000.0,14700.0,Online,2021-08-01,2021-01-01
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,60.0,700,42000.0,14700.0,Online,2021-12-01,2021-01-01
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,65.0,700,45500.0,18200.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,50.0,700,35000.0,12250.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,700,24500.0,8575.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Apparel,55.0,700,38500.0,13475.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40.0,700,28000.0,8400.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,50.0,700,35000.0,12250.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,700,21000.0,10500.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Apparel,55.0,700,38500.0,19250.0,Online,2021-05-01,2021-01-01
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45.0,700,31500.0,11025.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Apparel,65.0,700,45500.0,15925.0,Online,2021-07-01,2021-01-01
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Apparel,45.0,700,31500.0,15750.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,700,24500.0,8575.0,Online,2021-10-01,2021-01-01
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,25.0,700,17500.0,7000.0,Online,2021-02-01,2021-01-01
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,70.0,700,49000.0,19600.0,Online,2021-12-01,2021-01-01
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,55.0,700,38500.0,15400.0,Online,2021-07-01,2021-01-01
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,700,45500.0,18200.0,In-store,2021-07-01,2021-01-01
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,695,31275.0,7819.0,Online,2021-11-01,2021-01-01
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,50.0,675,33750.0,15188.0,Outlet,2020-10-01,2020-01-01
West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,65.0,675,43875.0,8775.0,Outlet,2020-12-01,2020-01-01
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55.0,675,37125.0,9281.0,Outlet,2021-02-01,2021-01-01
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45.0,675,30375.0,12150.0,Outlet,2021-03-01,2021-01-01
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50.0,675,33750.0,11813.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,60.0,675,40500.0,22275.0,Outlet,2021-05-01,2021-01-01
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50.0,675,33750.0,13500.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,25.0,675,16875.0,5063.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,30.0,675,20250.0,7088.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,40.0,675,27000.0,9450.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,55.0,675,37125.0,14850.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Apparel,50.0,675,33750.0,18563.0,Outlet,2021-10-01,2021-01-01
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Apparel,70.0,675,47250.0,25988.0,Outlet,2021-10-01,2021-01-01
West Gear,1128299,2020-03-09,West,Nevada,Las Vegas,Men's Street Footwear,60.0,675,40500.0,14175.0,In-store,2020-03-01,2020-01-01
West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,675,43875.0,8775.0,In-store,2020-03-01,2020-01-01
West Gear,1128299,2020-04-27,West,Colorado,Denver,Men's Athletic Footwear,75.0,675,50625.0,15188.0,In-store,2020-04-01,2020-01-01
West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,100.0,675,67500.0,13500.0,In-store,2020-06-01,2020-01-01
West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,85.0,675,57375.0,14344.0,In-store,2020-07-01,2020-01-01
West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,675,27000.0,8100.0,In-store,2020-08-01,2020-01-01
Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,55.0,675,37125.0,12994.0,In-store,2020-08-01,2020-01-01
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,55.0,675,37125.0,12994.0,In-store,2020-04-01,2020-01-01
Kohl's,1189833,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,40.0,675,27000.0,12150.0,Outlet,2021-01-01,2021-01-01
Kohl's,1189833,2021-02-08,Midwest,Montana,Billings,Men's Street Footwear,45.0,675,30375.0,13669.0,Outlet,2021-02-01,2021-01-01
Kohl's,1189833,2021-03-04,Midwest,Montana,Billings,Men's Street Footwear,45.0,675,30375.0,13669.0,Outlet,2021-03-01,2021-01-01
Kohl's,1189833,2021-03-05,Midwest,Montana,Billings,Men's Athletic Footwear,50.0,675,33750.0,10125.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,20.0,675,13500.0,5400.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,25.0,675,16875.0,6750.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,50.0,675,33750.0,15188.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-04-29,South,Tennessee,Knoxville,Women's Street Footwear,55.0,675,37125.0,16706.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1197831,2021-05-09,South,Tennessee,Knoxville,Men's Street Footwear,30.0,675,20250.0,9113.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-05-10,South,Tennessee,Knoxville,Men's Athletic Footwear,30.0,675,20250.0,9113.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1197831,2021-08-01,Midwest,Nebraska,Omaha,Men's Street Footwear,20.0,675,13500.0,5400.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-02,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.0,675,20250.0,8100.0,Outlet,2021-08-01,2021-01-01
